merges,n,vocab_size,chars_per_token_val,tokens_per_1k_chars_val,val_bpt,val_ppl,train_bpt,train_ppl,best_lambdas,effective_tokens_val,effective_tokens_train
50,4,310,1.386861029115356,721.0527796270078,3.692675478942934,12.930225037855374,3.620689100241637,12.300875534559927,"[4.860967437802197e-13, 0.02792651545977585, 0.9344149414814164, 0.03765854305832167]",76898,637277
50,5,310,1.386861029115356,721.0527796270078,3.6926960707421372,12.930409594182423,3.6207019044149336,12.300984707487343,"[4.860967452855723e-13, 0.027973766180956795, 0.9344415143417613, 0.037584719445735985, 3.10599032155113e-11]",76897,637276
50,6,310,1.386861029115356,721.0527796270078,3.6926912607994913,12.930366484292186,3.620707118682265,12.301029166459468,"[4.86096745175189e-13, 0.027992038000563386, 0.9344544675404184, 0.03755349442534018, 3.2705925908434224e-11, 4.86096745175189e-13]",76896,637275
50,7,310,1.386861029115356,721.0527796270078,3.69265714226801,12.930060695551733,3.6207052966611846,12.301013631145588,"[4.860967443288875e-13, 0.028013231606403375, 0.9344022456730556, 0.03758452268323687, 3.5845618140246426e-11, 4.860967443288875e-13, 4.860967443288875e-13]",76895,637274
50,8,310,1.386861029115356,721.0527796270078,3.692628881706209,12.929807414580996,3.620706591475759,12.301024671274252,"[4.860967453629802e-13, 0.027967151744927192, 0.9344834367452666, 0.03754941147414825, 3.3713577180991444e-11, 4.860967453629802e-13, 4.860967453629802e-13, 4.860967453629802e-13]",76894,637273
50,9,310,1.386861029115356,721.0527796270078,3.6926230634817983,12.929755270248826,3.6207038862623726,12.30100160550882,"[4.860967439855014e-13, 0.02798850125058462, 0.9344062096530016, 0.037605289055952375, 3.80309544765453e-11, 4.860967439855014e-13, 4.860967439855014e-13, 4.860967439855014e-13, 4.860967439855014e-13]",76893,637272
100,2,360,1.5605255841856518,640.8097439311399,4.639026106411524,24.91644098748307,4.629745336815377,24.756669486724412,"[1.6529728874161254e-06, 0.9999983470271127]",68342,566685
100,3,360,1.5605255841856518,640.8097439311399,4.19645709849828,18.33409435847047,4.097629126733514,17.120217518892122,"[2.6164639220698154e-08, 0.23829649659778418, 0.7617034772375766]",68341,566684
100,4,360,1.5605255841856518,640.8097439311399,4.196433725394573,18.333797330196692,4.097459538504987,17.118205162406937,"[4.860967395709043e-13, 0.237113817414172, 0.7628738447471144, 1.2337838227462736e-05]",68340,566683
100,5,360,1.5605255841856518,640.8097439311399,4.196462713341555,18.334165713305563,4.097460590402931,17.118217643638836,"[4.860967415997532e-13, 0.23712702160052818, 0.762861145012703, 1.183328775233353e-05, 9.85303799867435e-11]",68339,566682
100,6,360,1.5605255841856518,640.8097439311399,4.196470594674514,18.33426587172789,4.097461317395508,17.118226269730943,"[4.860967399868739e-13, 0.23713096005253975, 0.7628568065721368, 1.2233266424904073e-05, 1.0792626797076335e-10, 4.860967399868739e-13]",68338,566681
100,7,360,1.5605255841856518,640.8097439311399,4.196436072044279,18.333827151492187,4.0974621594320775,17.118236260876902,"[4.860967429946187e-13, 0.23713945228803246, 0.7628490627162245, 1.1484899005371703e-05, 9.527924910999365e-11, 4.860967429946187e-13, 4.860967429946187e-13]",68337,566680
100,8,360,1.5605255841856518,640.8097439311399,4.196391297192984,18.333258159693656,4.097459485227119,17.118204530241826,"[4.860967395021982e-13, 0.23713106106689003, 0.7628565840948097, 1.2354723564246475e-05, 1.1279157137272483e-10, 4.860967395021982e-13, 4.860967395021982e-13, 4.860967395021982e-13]",68336,566679
100,9,360,1.5605255841856518,640.8097439311399,4.196395978865857,18.33331765283269,4.0974546677300765,17.118147368638255,"[4.860967415491453e-13, 0.23710705427839598, 0.7628811000887774, 1.1845526646881552e-05, 1.0374920618069246e-10, 4.860967415491453e-13, 4.860967415491453e-13, 4.860967415491453e-13, 4.860967415491453e-13]",68335,566678
200,2,460,1.7720528370856525,564.31725909743,4.966879386116883,31.273729832802843,4.94504533955298,30.803990240531697,"[1.4327991038676481e-06, 0.9999985672008962]",60184,496947
200,3,460,1.7720528370856525,564.31725909743,4.7917938330175796,27.69961142677577,4.7015288044964825,26.019634735722708,"[7.956649698132266e-07, 0.5406631105759163, 0.4593360937591139]",60183,496946
200,4,460,1.7720528370856525,564.31725909743,4.791785858629029,27.699458319675877,4.701570188791849,26.02038113025733,"[2.3457332228921546e-11, 0.5409595979950027, 0.45903513290497516, 5.269076564750446e-06]",60182,496945
200,5,460,1.7720528370856525,564.31725909743,4.79179068469624,27.699550979363025,4.70157486941648,26.02046554992396,"[2.989631935219721e-11, 0.5409963229871004, 0.4589983180356342, 5.347722308044071e-06, 1.1225060889444918e-08]",60181,496944
200,6,460,1.7720528370856525,564.31725909743,4.791748875472115,27.698748259507763,4.701571499307672,26.02040476667094,"[2.5591685295800323e-11, 0.5409763665279973, 0.4590188818504226, 4.741982438441753e-06, 9.282837547278086e-09, 3.3071235425337374e-10]",60180,496943
200,7,460,1.7720528370856525,564.31725909743,4.791708721467703,27.697977341087377,4.701568553469294,26.020351635671986,"[3.420918757661243e-11, 0.5409665001167967, 0.45902820449883697, 5.283847386891196e-06, 1.1048172991595323e-08, 4.090970373835955e-10, 4.550029003707176e-11]",60179,496942
200,8,460,1.7720528370856525,564.31725909743,4.791728277786511,27.698352800994815,4.701563275184766,26.020256437058052,"[3.03440507768698e-11, 0.5409419396449362, 0.4590531402677409, 4.9097682043446715e-06, 9.880598050673265e-09, 3.587065203385737e-10, 3.9406805239230895e-11, 1.0063143546340668e-11]",60178,496941
200,9,460,1.7720528370856525,564.31725909743,4.7916931747070555,27.697678863937476,4.701556037533151,26.020125900060762,"[2.7237936734416403e-11, 0.5409290706565938, 0.4590663120050243, 4.607966075760102e-06, 8.9773259797369e-09, 3.204299364897749e-10, 3.482402351167702e-11, 8.831066072840712e-12, 3.657244686642602e-12]",60177,496940
500,2,760,2.0887796470749525,478.74844117729793,5.576041446541228,47.70410282773559,5.500941855895843,45.28438802316522,"[2.175915496828489e-06, 0.9999978240845032]",51058,421253
500,3,760,2.0887796470749525,478.74844117729793,5.575972448448497,47.70182139381549,5.499000791808258,45.223501424691726,"[4.860967224218225e-13, 0.9855931148099073, 0.014406885189606646]",51057,421252
500,4,760,2.0887796470749525,478.74844117729793,5.575996481975582,47.70261605417906,5.498997052734923,45.2233842178224,"[4.860967221896771e-13, 0.9855765816805271, 0.014423418318500565, 4.860967221896771e-13]",51056,421251
500,5,760,2.0887796470749525,478.74844117729793,5.575978637140195,47.70202601952698,5.499004232643615,45.22360928311213,"[4.860967225575202e-13, 0.9856309761411495, 0.014369023857392162, 4.860967225575202e-13, 4.860967225575202e-13]",51055,421250
500,6,760,2.0887796470749525,478.74844117729793,5.5759309476467465,47.7004492151476,5.499004250869294,45.223609854425526,"[4.860967223026943e-13, 0.9856156891770775, 0.014384310820977953, 4.860967223026943e-13, 4.860967223026943e-13, 4.860967223026943e-13]",51054,421249
500,7,760,2.0887796470749525,478.74844117729793,5.575902780551977,47.699517923419556,5.498999211006537,45.223451872050546,"[4.860967216899387e-13, 0.9855868514279311, 0.014413148569638145, 4.860967216899387e-13, 4.860967216899387e-13, 4.860967216899387e-13, 4.860967216899387e-13]",51053,421248
500,8,760,2.0887796470749525,478.74844117729793,5.575944536791879,47.70089852103813,5.498994267098131,45.223296898050904,"[4.860967208453977e-13, 0.9855500839349055, 0.014449916062177987, 4.860967208453977e-13, 4.860967208453977e-13, 4.860967208453977e-13, 4.860967208453977e-13, 4.860967208453977e-13]",51052,421247
500,9,760,2.0887796470749525,478.74844117729793,5.575876848983997,47.698660561232685,5.498990784917058,45.22318774433924,"[4.860967218602817e-13, 0.9855781299295299, 0.014421870067067367, 4.860967218602817e-13, 4.860967218602817e-13, 4.860967218602817e-13, 4.860967218602817e-13, 4.860967218602817e-13, 4.860967218602817e-13]",51051,421246
800,2,1060,2.260369200771464,442.4056033229881,6.021705279571212,64.97015669517823,5.9161713738106325,60.387220864606014,"[7.061540633319157e-06, 0.9999929384593667]",47182,389319
800,3,1060,2.260369200771464,442.4056033229881,6.02164224401281,64.96731802136195,5.9161624750846045,60.3868483897159,"[1.9241401540872875e-07, 0.9999858587707526, 1.394881523210255e-05]",47181,389318
800,4,1060,2.260369200771464,442.4056033229881,6.021666090541479,64.96839188504883,5.91616033262012,60.38675871270293,"[2.0943472186809057e-07, 0.9999867787660136, 1.301155285402796e-05, 2.464105028836337e-10]",47180,389317
800,5,1060,2.260369200771464,442.4056033229881,6.021616676639953,64.96616668384574,5.916161605747713,60.386812001915494,"[2.3101619643850092e-07, 0.9999865127486779, 1.3255967513867114e-05, 2.6284772540695996e-10, 4.763954822839989e-12]",47179,389316
800,6,1060,2.260369200771464,442.4056033229881,6.021592580617669,64.96508162215021,5.916164784126347,60.386945039292776,"[2.579140583830376e-07, 0.9999857447149236, 1.39970662596776e-05, 2.9874173211636543e-10, 5.530287305147577e-12, 4.860967183106897e-13]",47178,389315
800,7,1060,2.260369200771464,442.4056033229881,6.021639956816396,64.96721502461298,5.916163650676781,60.38689759646679,"[2.412781545265938e-07, 0.9999866380835526, 1.312036874596329e-05, 2.6379382206998457e-10, 4.780927575890112e-12, 4.860967227585503e-13, 4.860967227585503e-13]",47177,389314
800,8,1060,2.260369200771464,442.4056033229881,6.021576282761854,64.96434772792946,5.916163631293922,60.38689678515833,"[2.728683489041088e-07, 0.9999855108691583, 1.421593843026888e-05, 3.1663148876527597e-10, 5.972910856707371e-12, 4.860967171175831e-13, 4.860967171175831e-13, 4.860967171175831e-13]",47176,389313
800,9,1060,2.260369200771464,442.4056033229881,6.021572406987412,64.96417320260481,5.916156921884166,60.38661594999856,"[2.58150917350963e-07, 0.999986192276701, 1.3549276304785108e-05, 2.8876825135847974e-10, 5.3641186732821446e-12, 4.860967205193641e-13, 4.860967205193641e-13, 4.860967205193641e-13, 4.860967205193641e-13]",47175,389312
1000,2,1260,2.3496585150914298,425.5937590833654,6.284263817818336,77.93847607785749,6.154991704900398,71.25857384826152,"[0.0001046992493169641, 0.9998953007506831]",45389,374772
1000,3,1260,2.3496585150914298,425.5937590833654,6.284201508824877,77.93511004207679,6.154983263587954,71.2581569104407,"[0.0001031850323430457, 0.9998967658862222, 4.908143463229133e-08]",45388,374771
1000,4,1260,2.3496585150914298,425.5937590833654,6.284226967838847,77.9364853629216,6.1549820631278696,71.25809761687208,"[0.00010590635944382831, 0.9998940471411168, 4.649895332581689e-08, 4.860967121998031e-13]",45387,374770
1000,5,1260,2.3496585150914298,425.5937590833654,6.284178397419822,77.93386156237872,6.154982560062781,71.25812216165912,"[0.0001032421430594415, 0.9998967173290856, 4.052688274588063e-08, 4.860967142075281e-13, 4.860967142075281e-13]",45386,374769
1000,6,1260,2.3496585150914298,425.5937590833654,6.284154827378655,77.93258832772544,6.1549854224320555,71.25826354099152,"[0.00010109705121874009, 0.9998988661501774, 3.6797145432581584e-08, 4.860967158790236e-13, 4.860967158790236e-13, 4.860967158790236e-13]",45385,374768
1000,7,1260,2.3496585150914298,425.5937590833654,6.28420608216119,77.93535709639086,6.154986125364429,71.25829826056228,"[0.00010457828959980021, 0.9998953811529788, 4.055547676501943e-08, 4.860967132538338e-13, 4.860967132538338e-13, 4.860967132538338e-13, 4.860967132538338e-13]",45384,374767
1000,8,1260,2.3496585150914298,425.5937590833654,6.284144788911578,77.93204606412972,6.154985554185724,71.2582700486302,"[0.00010272295794521672, 0.9998972390714999, 3.7968124457928364e-08, 4.860967146808383e-13, 4.860967146808383e-13, 4.860967146808383e-13, 4.860967146808383e-13, 4.860967146808383e-13]",45383,374766
1000,9,1260,2.3496585150914298,425.5937590833654,6.284142048566704,77.93189803528502,6.154978605341586,71.25792682888824,"[0.00010107744126749903, 0.9998988867179678, 3.5837848180818205e-08, 4.860967159602891e-13, 4.860967159602891e-13, 4.860967159602891e-13, 4.860967159602891e-13, 4.860967159602891e-13, 4.860967159602891e-13]",45382,374765
1200,2,1460,2.417896574395248,413.58261994730475,6.50299172822709,90.69755335552739,6.366663069163009,82.51949396930613,"[0.012641860913534222, 0.9873581390864656]",44108,363388
1200,3,1460,2.417896574395248,413.58261994730475,6.502930580343069,90.69370926804758,6.366601537228777,82.51597453127378,"[0.012391431769532665, 0.9876052312987935, 3.3369316737378802e-06]",44107,363387
1200,4,1460,2.417896574395248,413.58261994730475,6.502956320888306,90.69532743840672,6.366604621302692,82.51615092727526,"[0.012415796797083704, 0.9875810029266276, 3.198637290631437e-06, 1.6389980893864704e-09]",44106,363386
1200,5,1460,2.417896574395248,413.58261994730475,6.502908809057844,90.69234064636514,6.366596826715853,82.51570511055839,"[0.012392927676205605, 0.9876043151813186, 2.755752528519111e-06, 1.2891911188284364e-09, 1.0075610435070823e-10]",44105,363385
1200,6,1460,2.417896574395248,413.58261994730475,6.502887699186275,90.69101362325742,6.366601359178637,82.5159643475693,"[0.012421764292470095, 0.9875752145403305, 3.0195362616159558e-06, 1.5004181242002285e-09, 1.18835466013773e-10, 1.1683939339811616e-11]",44104,363384
1200,7,1460,2.417896574395248,413.58261994730475,6.502940539553428,90.69433534689374,6.366597706299056,82.5157554187998,"[0.012405699082344207, 0.9875915239986345, 2.775495062731608e-06, 1.3108039165917524e-09, 1.0219763506991087e-10, 9.903844247318438e-12, 1.0531443137287707e-12]",44103,363383
1200,8,1460,2.417896574395248,413.58261994730475,6.5028825846292175,90.6906921114143,6.366598187752789,82.5157829558218,"[0.012436391990192341, 0.9875604614169515, 3.144830201413227e-06, 1.6177049963098251e-09, 1.2998975714155073e-10, 1.2964737415842267e-11, 1.4190269652217715e-12, 5.761046921938907e-13]",44102,363382
1200,9,1460,2.417896574395248,413.58261994730475,6.502880455767421,90.69055828700807,6.36658874195857,82.51524269988971,"[0.012423938886292351, 0.987573107882572, 2.951639542490385e-06, 1.4617901807678363e-09, 1.1611652539815588e-10, 1.1456796275001478e-11, 1.2413631099394209e-12, 5.019413679850543e-13, 4.860967140223948e-13]",44101,363381
2000,2,2260,2.6079227289399682,383.4469437698662,7.083455642800516,135.62277348080985,6.941057470199403,122.87584011226332,"[0.12475728057236345, 0.8752427194276367]",40894,336169
2000,3,2260,2.6079227289399682,383.4469437698662,7.0833424471857525,135.6121327698237,6.940929173588224,122.86491344204025,"[0.12406670781817948, 0.8759274261343162, 5.866047504397151e-06]",40893,336168
2000,4,2260,2.6079227289399682,383.4469437698662,7.083276315437836,135.60591658304875,6.940919429478889,122.8640836026957,"[0.12402651353825368, 0.8759677351532861, 5.735686447691111e-06, 1.5622012380291406e-08]",40892,336167
2000,5,2260,2.6079227289399682,383.4469437698662,7.083256637642599,135.6040669840789,6.940917992439577,122.86396122033138,"[0.12403542378188687, 0.8759584354798102, 6.120744963866121e-06, 1.7194425104136303e-08, 2.7989138255849385e-09]",40891,336166
2000,6,2260,2.6079227289399682,383.4469437698662,7.083315521774,135.60960182715286,6.940915208621525,122.86372414279691,"[0.12403320113801555, 0.8759613215951879, 5.4602957948605125e-06, 1.4364640286968116e-08, 2.276266508931733e-09, 3.3009492617618e-10]",40890,336165
2000,7,2260,2.6079227289399682,383.4469437698662,7.083263759204565,135.60473636681192,6.940915398715008,122.86374033166157,"[0.12403581378703434, 0.8759591867838499, 4.984667152108738e-06, 1.248891377259519e-08, 1.9521666867511834e-09, 2.788831605955713e-10, 4.200019223502092e-11]",40889,336164
2000,8,2260,2.6079227289399682,383.4469437698662,7.083260517377611,135.6044316547397,6.940910684542163,122.86333886084091,"[0.12404255336471545, 0.8759516547824012, 5.773265277643093e-06, 1.5628499768346382e-08, 2.506191089491659e-09, 3.6828091783752184e-10, 5.7072581878444685e-11, 2.756128234059249e-11]",40888,336163
2000,9,2260,2.6079227289399682,383.4469437698662,7.083235413200781,135.60207203755346,6.940906775104137,122.86300592425732,"[0.12405072932688518, 0.8759438631357176, 5.390821160678796e-06, 1.4069242597520307e-08, 2.2338363427212394e-09, 3.2462079802980256e-10, 4.9764638204199066e-11, 2.393606664068219e-11, 1.4836021342472443e-11]",40887,336162
5000,2,5260,2.912290762131018,343.37230780770926,7.831074148019655,227.71320547690502,7.689290002970188,206.3986898717269,"[0.34605300433184044, 0.6539469956681596]",36620,299134
5000,3,5260,2.912290762131018,343.37230780770926,7.830950962231101,227.69376281408364,7.689208237397999,206.38699243861043,"[0.34554152641686897, 0.6544519839687649, 6.489614366179629e-06]",36619,299133
5000,4,5260,2.912290762131018,343.37230780770926,7.830924726813375,227.6896222393283,7.689195480289284,206.38516745856646,"[0.345504521386967, 0.6544890697697701, 6.391711887148728e-06, 1.7131375976576045e-08]",36618,299132
5000,5,5260,2.912290762131018,343.37230780770926,7.8308950065808896,227.68493176863657,7.689196712031235,206.3853436658522,"[0.3455186930944305, 0.6544744694249649, 6.8150683823656735e-06, 1.874325786694322e-08, 3.6689645911292443e-09]",36617,299131
5000,6,5260,2.912290762131018,343.37230780770926,7.83096932977119,227.6966616948732,7.689186989602249,206.38395282438586,"[0.3455025180649085, 0.6544913830040094, 6.079951900330118e-06, 1.5584997756483874e-08, 2.980433620758596e-09, 4.137501277401991e-10]",36616,299130
5000,7,5260,2.912290762131018,343.37230780770926,7.830926587439654,227.6899158880592,7.689186860198678,206.38393431262924,"[0.34550489573939425, 0.6544881552180932, 6.925739895749882e-06, 1.899267026119224e-08, 3.7080664365591465e-09, 5.281888745610871e-10, 7.369115408694775e-11]",36615,299129
5000,8,5260,2.912290762131018,343.37230780770926,7.830915364007389,227.68814458342717,7.689171219753292,206.38169688956725,"[0.34550513822965023, 0.6544884348271083, 6.406347607223257e-06, 1.6804475102814198e-08, 3.245433109098448e-09, 4.557298291220994e-10, 6.26611148825136e-11, 2.7334984750590198e-11]",36614,299128
5000,9,5260,2.912290762131018,343.37230780770926,7.830875941275621,227.68192291789276,7.689184263400355,206.383562829428,"[0.34551762056044144, 0.6544763843329884, 5.9766588669137634e-06, 1.507200817493355e-08, 2.883586758607672e-09, 3.999135241442686e-10, 5.42808338423525e-11, 2.3554778142219555e-11, 1.4358981104835471e-11]",36613,299127
10000,2,10260,3.0917814175967533,323.43812997534013,8.217630964938932,297.6825750000405,8.061754394023236,267.1959618159303,"[0.47775839889093963, 0.5222416011090603]",34494,280036
10000,3,10260,3.0917814175967533,323.43812997534013,8.21749849216961,297.6552421101975,8.061657023351545,267.1779287794372,"[0.47709757678582476, 0.5228953129350975, 7.110279077787709e-06]",34493,280035
10000,4,10260,3.0917814175967533,323.43812997534013,8.217495592710831,297.65464389767635,8.061654310685883,267.1774264115138,"[0.4770651840257616, 0.5229277495258488, 7.04407716206125e-06, 2.237122768416276e-08]",34492,280034
10000,5,10260,3.0917814175967533,323.43812997534013,8.217452923735676,297.6458406298816,8.061647018610673,267.17607597160185,"[0.47707723769817184, 0.5229167229477344, 6.0182441002532854e-06, 1.7403640238882464e-08, 3.7063530112905135e-09]",34491,280033
10000,6,10260,3.0917814175967533,323.43812997534013,8.217545467583989,297.66493418342645,8.061646506250808,267.17598108649463,"[0.47705456058338924, 0.5229387328056442, 6.681274131930501e-06, 2.0289695050276677e-08, 4.3734077026458635e-09, 6.737321026416477e-10]",34490,280032
10000,7,10260,3.0917814175967533,323.43812997534013,8.217506613855097,297.6569177720637,8.061628775134885,267.1726974409236,"[0.47705281973857966, 0.5229410751284569, 6.08326061666005e-06, 1.750491447405211e-08, 3.725672903419488e-09, 5.642958504370753e-10, 7.746367937718836e-11]",34489,280031
10000,8,10260,3.0917814175967533,323.43812997534013,8.21749622081874,297.65477348797185,8.061643489899582,267.1754224821239,"[0.47704348538826846, 0.5229494874105832, 6.999922943721354e-06, 2.168651421580685e-08, 4.7151820708702264e-09, 7.33116929906173e-10, 1.0344890347255846e-10, 3.994260191742231e-11]",34488,280030
10000,9,10260,3.0917814175967533,323.43812997534013,8.217444119029384,297.6440241155565,8.061666055065256,267.1796014005023,"[0.47705184510502663, 0.5229416246964314, 6.50590280615023e-06, 1.93467207194241e-08, 4.166780222922631e-09, 6.394420522463613e-10, 8.890751050058978e-11, 3.4077287618571974e-11, 1.9808191456683198e-11]",34487,280029
