merges,n_embed,n_heads,n_layers,lr,dropout,weight_decay,scheduler,vocab_size,model_size,val_ppl,train_ppl,val_loss,train_loss,epochs,ckpt_best,ckpt_last,full_config_file,run
200,128,2,2,0.0003,0.2,0.0001,cosine_warmup,460,528460,20.4116268157959,22.812891006469727,3.016104766448511,3.127325748979437,30,../checkpoints/GPT/hparams_search/best_hps_250825_201209_0d47c8a4.pt,../checkpoints/GPT/hparams_search/last_hps_250825_201209_0d47c8a4.pt,../checkpoints/GPT/hparams_search/hps_250825_201209_0d47c8a4_hparams.json,hps_250825_201209_0d47c8a4
200,128,8,2,0.0003,0.2,0.0001,cosine_warmup,460,528460,20.5852108001709,22.507122039794922,3.02457292271281,3.113831865578586,30,../checkpoints/GPT/hparams_search/best_hps_250825_201423_1e573972.pt,../checkpoints/GPT/hparams_search/last_hps_250825_201423_1e573972.pt,../checkpoints/GPT/hparams_search/hps_250825_201423_1e573972_hparams.json,hps_250825_201423_1e573972
800,128,2,8,0.0003,0.2,0.0001,cosine_warmup,1060,1863844,34.800777435302734,34.2706184387207,3.549639588247706,3.534288328547143,30,../checkpoints/GPT/hparams_search/best_hps_250825_202011_44cee0d4.pt,../checkpoints/GPT/hparams_search/last_hps_250825_202011_44cee0d4.pt,../checkpoints/GPT/hparams_search/hps_250825_202011_44cee0d4_hparams.json,hps_250825_202011_44cee0d4
800,128,8,8,0.0003,0.2,0.0001,cosine_warmup,1060,1863844,34.9552116394043,33.80037307739258,3.5540676803800206,3.5204717527663827,30,../checkpoints/GPT/hparams_search/best_hps_250825_202202_6c0a23d3.pt,../checkpoints/GPT/hparams_search/last_hps_250825_202202_6c0a23d3.pt,../checkpoints/GPT/hparams_search/hps_250825_202202_6c0a23d3_hparams.json,hps_250825_202202_6c0a23d3
800,128,2,2,0.0003,0.2,0.0001,cosine_warmup,1060,682660,36.41633605957031,36.38077926635742,3.5950175150609742,3.5940405549014294,30,../checkpoints/GPT/hparams_search/best_hps_250825_201942_2f67ed45.pt,../checkpoints/GPT/hparams_search/last_hps_250825_201942_2f67ed45.pt,../checkpoints/GPT/hparams_search/hps_250825_201942_2f67ed45_hparams.json,hps_250825_201942_2f67ed45
800,128,8,2,0.0003,0.2,0.0001,cosine_warmup,1060,682660,36.59547424316406,35.92118453979492,3.599924568324208,3.5813271666051554,30,../checkpoints/GPT/hparams_search/best_hps_250825_202130_eed0bcec.pt,../checkpoints/GPT/hparams_search/last_hps_250825_202130_eed0bcec.pt,../checkpoints/GPT/hparams_search/hps_250825_202130_eed0bcec_hparams.json,hps_250825_202130_eed0bcec
200,16,2,2,0.0003,0.2,0.0001,cosine_warmup,460,23452,48.96526336669922,50.41206741333008,3.891111245641481,3.92023067289767,30,../checkpoints/GPT/hparams_search/best_hps_250825_200834_4efa8b70.pt,../checkpoints/GPT/hparams_search/last_hps_250825_200834_4efa8b70.pt,../checkpoints/GPT/hparams_search/hps_250825_200834_4efa8b70_hparams.json,hps_250825_200834_4efa8b70
200,16,8,2,0.0003,0.2,0.0001,cosine_warmup,460,23452,49.33542251586914,50.574771881103516,3.8986423269011192,3.923452771960395,30,../checkpoints/GPT/hparams_search/best_hps_250825_201027_f3c8f99e.pt,../checkpoints/GPT/hparams_search/last_hps_250825_201027_f3c8f99e.pt,../checkpoints/GPT/hparams_search/hps_250825_201027_f3c8f99e_hparams.json,hps_250825_201027_f3c8f99e
200,16,8,8,0.0003,0.2,0.0001,cosine_warmup,460,42076,51.1629753112793,51.94144821166992,3.935016061116713,3.950117219470416,30,../checkpoints/GPT/hparams_search/best_hps_250825_201059_fc0f7e25.pt,../checkpoints/GPT/hparams_search/last_hps_250825_201059_fc0f7e25.pt,../checkpoints/GPT/hparams_search/hps_250825_201059_fc0f7e25_hparams.json,hps_250825_201059_fc0f7e25
200,16,2,8,0.0003,0.2,0.0001,cosine_warmup,460,42076,51.890045166015625,52.570587158203125,3.9491269490206835,3.962156662478236,30,../checkpoints/GPT/hparams_search/best_hps_250825_200910_9c9a5894.pt,../checkpoints/GPT/hparams_search/last_hps_250825_200910_9c9a5894.pt,../checkpoints/GPT/hparams_search/hps_250825_200910_9c9a5894_hparams.json,hps_250825_200910_9c9a5894
800,16,2,2,0.0003,0.2,0.0001,cosine_warmup,1060,43252,98.09416961669922,97.45475006103516,4.585928137612805,4.579388147054309,30,../checkpoints/GPT/hparams_search/best_hps_250825_201658_a4928006.pt,../checkpoints/GPT/hparams_search/last_hps_250825_201658_a4928006.pt,../checkpoints/GPT/hparams_search/hps_250825_201658_a4928006_hparams.json,hps_250825_201658_a4928006
800,16,8,2,0.0003,0.2,0.0001,cosine_warmup,1060,43252,99.45186614990234,98.44608306884766,4.599673802172378,4.589508824683352,30,../checkpoints/GPT/hparams_search/best_hps_250825_201819_638f7a68.pt,../checkpoints/GPT/hparams_search/last_hps_250825_201819_638f7a68.pt,../checkpoints/GPT/hparams_search/hps_250825_201819_638f7a68_hparams.json,hps_250825_201819_638f7a68
800,16,2,8,0.0003,0.2,0.0001,cosine_warmup,1060,61876,101.50737762451172,99.8067398071289,4.620131558658674,4.603235871177852,30,../checkpoints/GPT/hparams_search/best_hps_250825_201724_40e32547.pt,../checkpoints/GPT/hparams_search/last_hps_250825_201724_40e32547.pt,../checkpoints/GPT/hparams_search/hps_250825_201724_40e32547_hparams.json,hps_250825_201724_40e32547
800,16,8,8,0.0003,0.2,0.0001,cosine_warmup,1060,61876,103.58917236328125,101.0994873046875,4.640432933691136,4.61610503691096,30,../checkpoints/GPT/hparams_search/best_hps_250825_201844_c7d13bab.pt,../checkpoints/GPT/hparams_search/last_hps_250825_201844_c7d13bab.pt,../checkpoints/GPT/hparams_search/hps_250825_201844_c7d13bab_hparams.json,hps_250825_201844_c7d13bab
