merges,n_embed,n_heads,n_layers,lr,dropout,weight_decay,scheduler,vocab_size,model_size,val_ppl,train_ppl,val_loss,train_loss,epochs,ckpt_best,ckpt_last,full_config_file,run
200,128,2,2,0.0003,0.2,0.0001,cosine_warmup,460,528460,111.36672973632812,166.6219482421875,4.712828843137051,5.1157272030311045,2,../checkpoints/GPT/hparams_search/best_hps_250825_122800_39b667b4.pt,../checkpoints/GPT/hparams_search/last_hps_250825_122800_39b667b4.pt,../checkpoints/GPT/hparams_search/hps_250825_122800_39b667b4_hparams.json,hps_250825_122800_39b667b4
200,128,8,2,0.0003,0.2,0.0001,cosine_warmup,460,528460,112.95912170410156,162.4855499267578,4.7270259776013965,5.090589039845297,2,../checkpoints/GPT/hparams_search/best_hps_250825_123026_e87fe28c.pt,../checkpoints/GPT/hparams_search/last_hps_250825_123026_e87fe28c.pt,../checkpoints/GPT/hparams_search/hps_250825_123026_e87fe28c_hparams.json,hps_250825_123026_e87fe28c
800,128,8,2,0.0003,0.2,0.0001,cosine_warmup,1060,682660,295.94415283203125,417.835205078125,5.690170640530794,6.035087339739312,2,../checkpoints/GPT/hparams_search/best_hps_250825_124003_1de22e43.pt,../checkpoints/GPT/hparams_search/last_hps_250825_124003_1de22e43.pt,../checkpoints/GPT/hparams_search/hps_250825_124003_1de22e43_hparams.json,hps_250825_124003_1de22e43
800,128,8,8,0.0003,0.2,0.0001,cosine_warmup,1060,1863844,299.6878967285156,413.9623107910156,5.702741457068401,6.025774888481132,2,../checkpoints/GPT/hparams_search/best_hps_250825_124049_99c1c536.pt,../checkpoints/GPT/hparams_search/last_hps_250825_124049_99c1c536.pt,../checkpoints/GPT/hparams_search/hps_250825_124049_99c1c536_hparams.json,hps_250825_124049_99c1c536
200,16,8,2,0.0003,0.2,0.0001,cosine_warmup,460,23452,300.1442565917969,360.1480407714844,5.7042632569658,5.8865150744493695,2,../checkpoints/GPT/hparams_search/best_hps_250825_122520_c87d4e14.pt,../checkpoints/GPT/hparams_search/last_hps_250825_122520_c87d4e14.pt,../checkpoints/GPT/hparams_search/hps_250825_122520_c87d4e14_hparams.json,hps_250825_122520_c87d4e14
800,128,2,2,0.0003,0.2,0.0001,cosine_warmup,1060,682660,300.3399658203125,428.14752197265625,5.7049151503521465,6.059467758641593,2,../checkpoints/GPT/hparams_search/best_hps_250825_123754_97efb617.pt,../checkpoints/GPT/hparams_search/last_hps_250825_123754_97efb617.pt,../checkpoints/GPT/hparams_search/hps_250825_123754_97efb617_hparams.json,hps_250825_123754_97efb617
200,16,2,2,0.0003,0.2,0.0001,cosine_warmup,460,23452,304.99749755859375,363.8566589355469,5.720303539519614,5.896759934304978,2,../checkpoints/GPT/hparams_search/best_hps_250825_122428_ea577950.pt,../checkpoints/GPT/hparams_search/last_hps_250825_122428_ea577950.pt,../checkpoints/GPT/hparams_search/hps_250825_122428_ea577950_hparams.json,hps_250825_122428_ea577950
800,128,2,8,0.0003,0.2,0.0001,cosine_warmup,1060,1863844,307.6927185058594,428.15936279296875,5.729101699331532,6.059495323780766,2,../checkpoints/GPT/hparams_search/best_hps_250825_123824_d63bce39.pt,../checkpoints/GPT/hparams_search/last_hps_250825_123824_d63bce39.pt,../checkpoints/GPT/hparams_search/hps_250825_123824_d63bce39_hparams.json,hps_250825_123824_d63bce39
200,16,8,8,0.0003,0.2,0.0001,cosine_warmup,460,42076,308.0332946777344,357.5294189453125,5.730208068198346,5.8792173993888435,2,../checkpoints/GPT/hparams_search/best_hps_250825_122553_3548a506.pt,../checkpoints/GPT/hparams_search/last_hps_250825_122553_3548a506.pt,../checkpoints/GPT/hparams_search/hps_250825_122553_3548a506_hparams.json,hps_250825_122553_3548a506
200,16,2,8,0.0003,0.2,0.0001,cosine_warmup,460,42076,308.0798645019531,358.3187561035156,5.7303589029515045,5.881422874179469,2,../checkpoints/GPT/hparams_search/best_hps_250825_122440_771890db.pt,../checkpoints/GPT/hparams_search/last_hps_250825_122440_771890db.pt,../checkpoints/GPT/hparams_search/hps_250825_122440_771890db_hparams.json,hps_250825_122440_771890db
800,16,2,8,0.0003,0.2,0.0001,cosine_warmup,1060,61876,811.0853881835938,905.4793701171875,6.698373317718506,6.808464487772637,2,../checkpoints/GPT/hparams_search/best_hps_250825_123459_9730d3ea.pt,../checkpoints/GPT/hparams_search/last_hps_250825_123459_9730d3ea.pt,../checkpoints/GPT/hparams_search/hps_250825_123459_9730d3ea_hparams.json,hps_250825_123459_9730d3ea
800,16,8,8,0.0003,0.2,0.0001,cosine_warmup,1060,61876,824.1807250976562,914.9157104492188,6.71438975956129,6.818832003102025,2,../checkpoints/GPT/hparams_search/best_hps_250825_123604_1ab86a8a.pt,../checkpoints/GPT/hparams_search/last_hps_250825_123604_1ab86a8a.pt,../checkpoints/GPT/hparams_search/hps_250825_123604_1ab86a8a_hparams.json,hps_250825_123604_1ab86a8a
800,16,8,2,0.0003,0.2,0.0001,cosine_warmup,1060,43252,825.671142578125,942.1859741210938,6.716196557749873,6.848202651599958,2,../checkpoints/GPT/hparams_search/best_hps_250825_123535_17757f45.pt,../checkpoints/GPT/hparams_search/last_hps_250825_123535_17757f45.pt,../checkpoints/GPT/hparams_search/hps_250825_123535_17757f45_hparams.json,hps_250825_123535_17757f45
800,16,2,2,0.0003,0.2,0.0001,cosine_warmup,1060,43252,827.6625366210938,950.1345825195312,6.718605539073115,6.85660341686812,2,../checkpoints/GPT/hparams_search/best_hps_250825_123445_4b9be146.pt,../checkpoints/GPT/hparams_search/last_hps_250825_123445_4b9be146.pt,../checkpoints/GPT/hparams_search/hps_250825_123445_4b9be146_hparams.json,hps_250825_123445_4b9be146
